@relation 'Multiclass Clothing Sales Dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-Llast'

@attribute Product_Category {'Traditional Wear',Athleisure,Outerwear,Bottoms,Tops}
@attribute Brand {'Forever 21','Ralph Lauren',Nike,Zara,Wrangler,Balenciaga,Uniqlo,Reebok,Gucci,'Louis Vuitton','Tommy Hilfiger','Under Armour','Calvin Klein',Puma,Diesel,Versace,Levi’s,Adidas,H&M,GAP}
@attribute Product_Name {Tops,'Casual Shirt',Blazer,Leggings,Dress,Jeans,Hoodie,Jumpsuit,Trousers,Jacket,Skirt,T-Shirt,Saree,Kurta,Shorts,'Polo Shirt',Palazzo,Sweatshirt,'Formal Shirt','Track Pants'}
@attribute Gender {Women,Men}
@attribute Size {S,XXL,M,XL,L}
@attribute Color {White,Yellow,Green,Orange,Purple,Black,Pink,Red,Blue}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,'Net Banking',Cash}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price numeric
@attribute Cost_Price numeric
@attribute Discount_Percentage numeric
@attribute Quantity_Sold numeric
@attribute Total_Sales numeric
@attribute Stock_Availability numeric
@attribute Customer_Age numeric
@attribute Purchase_Frequency numeric
@attribute Store_Rating numeric
@attribute Return_Rate numeric
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
Outerwear,'Tommy Hilfiger','Formal Shirt',Women,M,Black,Winter,Cash,Returning,2201.44963,870.718006,18.36396,3,45288.524089,379,63,1.525798,3.995121,10.687944,'High Sales',no,no
Athleisure,'Forever 21',Leggings,Women,XXL,Yellow,Summer,Card,New,1646.411019,756.050488,33.304806,7,69082.159733,272,40,3.008622,3.294405,17.707431,'High Sales',no,no
'Traditional Wear',H&M,Sweatshirt,Women,XL,Pink,All-Season,Cash,Returning,2536.898762,419.637047,45.912164,9,49337.459621,208,26,1.891936,3.19145,9.584484,'Medium Sales',no,no
Athleisure,GAP,Palazzo,Women,S,Black,Winter,'Net Banking',New,1037.909646,571.452932,8.218395,4,38543.037595,250.329842,40,3.397569,3.290877,27.500603,'High Sales',no,no
Outerwear,H&M,'Casual Shirt',Women,XL,Yellow,Summer,Card,New,1402.224523,1235.844135,5.735006,7,41170.643756,208,47,1.106312,4.976191,4.072231,'Low Sales',no,no
Outerwear,Balenciaga,Hoodie,Men,XL,Red,Winter,Cash,Returning,1018.788119,585.876291,34.8837,2,44756.800409,72,31,-0.439786,3.608211,14.961478,'Medium Sales',no,no
'Traditional Wear','Tommy Hilfiger',Jumpsuit,Women,M,Black,Winter,UPI,Returning,1272.584624,1029.357886,32.094688,6,38027.497925,190,44,1.189611,3.784052,16.749642,'Low Sales',no,no
Bottoms,Wrangler,Blazer,Women,XL,White,Winter,'Net Banking',Returning,1065.608964,1804.686588,37.332181,7,73154.939505,33,62,1.138667,4.141621,22.838239,'Low Sales',no,no
Bottoms,Wrangler,Skirt,Men,L,Blue,Winter,UPI,New,1813.012042,1704.227617,29.010364,4,49646.582133,473,41,0.305152,3.301412,23.549929,'Low Sales',no,no
Athleisure,Gucci,Skirt,Men,S,Black,All-Season,UPI,New,1302.551212,1249.476598,43.482437,1,70138.207178,463,58,1.356556,3.255229,2.455981,'Low Sales',no,no
Tops,Balenciaga,'Formal Shirt',Women,XXL,Pink,Summer,Card,Returning,1971.819972,775.916768,41.604553,1,38510.900092,329,21,2.536494,4.524919,27.349519,'Medium Sales',no,no
Athleisure,'Calvin Klein','Formal Shirt',Women,L,Yellow,All-Season,Card,New,2218.268042,835.37664,1.274095,4,58776.790602,92,47,2.462121,3.501802,12.651083,'High Sales',no,no
'Traditional Wear',H&M,Leggings,Men,L,Yellow,All-Season,UPI,New,1975.467794,1132.162684,38.286716,7,37319.038855,89,63,2.933819,4.563662,21.155532,'High Sales',no,no
'Traditional Wear',Versace,Skirt,Women,XXL,Blue,All-Season,Card,New,825.97968,1257.664298,21.160003,2,56865.359083,25,47,3.986862,3.360382,19.418143,'Low Sales',no,no
'Traditional Wear',Balenciaga,Hoodie,Women,S,Pink,Winter,Card,Returning,1459.811312,1024.212832,44.885823,3,32483.974188,122,41.066821,1.579184,4.45315,5.946036,'High Sales',no,no
'Traditional Wear',Wrangler,Jeans,Women,XL,Pink,Winter,UPI,New,689.225291,1050.803505,29.122301,7,30885.789144,250.329842,48,2.1641,3.995121,11.163093,'High Sales',no,no
'Traditional Wear','Under Armour',Kurta,Men,S,Orange,Winter,Cash,New,2039.328613,367.519602,4.254496,2,38998.068659,382,28,0.70771,3.322253,20.917105,'High Sales',no,no
Outerwear,'Tommy Hilfiger','Track Pants',Men,L,Blue,Winter,Cash,Returning,1650.915389,19.376212,42.388164,6,58923.214513,448,33,2.451822,3.898342,24.829423,'High Sales',no,no
Bottoms,Zara,Tops,Men,M,Green,Winter,Card,Returning,1441.710977,1209.700957,19.840244,5,64621.180898,82,31,0.963688,3.085859,15.877264,'High Sales',no,no
'Traditional Wear',Versace,Sweatshirt,Women,XL,Yellow,All-Season,UPI,Returning,1469.605207,598.027003,6.497084,2,70679.941973,437,47,1.419612,3.779199,29.316738,'Medium Sales',no,no
Tops,Adidas,'Polo Shirt',Men,M,Black,Summer,'Net Banking',New,1661.832938,685.29537,35.573787,8,55511.124051,246,49,1.734389,4.644504,11.318955,'Low Sales',no,no
Tops,'Louis Vuitton',Hoodie,Women,XXL,Orange,Summer,Card,New,1182.704561,344.19576,33.653504,7,99088.086313,404,37,0.790241,3.798126,5.494302,'Low Sales',no,no
Tops,Balenciaga,Blazer,Women,XL,Black,All-Season,Card,New,921.836999,1403.993468,12.955171,4,30921.2043,387,21,2.613703,4.251491,29.422382,'Low Sales',no,no
Tops,Reebok,Shorts,Women,XXL,Orange,Summer,Cash,Returning,2280.247273,426.935519,4.395908,2,52996.279845,364,41.066821,2.262131,4.706115,22.719097,'Low Sales',no,no
Outerwear,Puma,Hoodie,Men,L,White,Winter,'Net Banking',New,1326.096453,688.554181,33.216334,4,47047.210954,300,46,2.454217,3.332469,9.747941,'Low Sales',no,no
Tops,Gucci,Trousers,Women,M,Black,Winter,Card,New,1554.029505,916.299441,39.263831,5,30414.148168,250.329842,52,0.686713,3.048919,8.137695,'Low Sales',no,no
'Traditional Wear',Puma,Skirt,Men,L,Red,Winter,'Net Banking',New,2080.472467,723.720178,17.657316,8,55389.081628,35,52,2.421705,4.986059,14.920909,'High Sales',no,no
Athleisure,Uniqlo,Sweatshirt,Men,S,Green,Summer,'Net Banking',New,1950.719929,832.339443,35.664606,3,52921.228712,177,30,1.273523,4.607365,14.782599,'Medium Sales',no,no
Tops,'Tommy Hilfiger',Kurta,Men,M,White,Winter,'Net Banking',Returning,1437.128988,1546.804913,12.671376,1,49626.389046,476,47,0.965711,4.093127,27.832031,'Medium Sales',no,no
Outerwear,'Calvin Klein',Blazer,Women,M,White,Summer,Cash,New,2004.00434,1350.222102,45.954537,4,61318.938606,65,33,3.785627,3.995121,16.75379,'High Sales',no,no
Outerwear,Levi’s,Dress,Men,XL,Purple,Winter,'Net Banking',Returning,1949.631652,1425.118171,43.837824,9,43727.93918,411,49,3.595093,3.218287,17.509453,'Medium Sales',no,no
Tops,Adidas,Skirt,Women,S,Green,Summer,Card,New,1554.029505,358.917328,44.277033,2,33493.401193,288,40,3.046275,3.92029,13.675454,'High Sales',no,no
Athleisure,Zara,Leggings,Women,M,Blue,Winter,UPI,New,1480.828034,1472.875606,33.815582,2,71491.829545,418,22,0.161345,3.914031,5.202166,'Low Sales',no,no
Tops,'Tommy Hilfiger','Polo Shirt',Men,S,Red,Summer,Card,Returning,2174.463987,1059.693135,47.235917,8,15123.585709,8,33,1.755607,3.209901,9.604209,'Low Sales',no,no
Outerwear,'Under Armour',Jeans,Men,M,White,Winter,'Net Banking',New,890.845776,1010.003419,16.245088,3,36170.220052,433,45,4.434101,3.361546,12.798314,'High Sales',no,no
Bottoms,Balenciaga,Jeans,Men,XL,Black,All-Season,Card,New,1622.080737,1028.117812,21.475623,4,72958.915847,56,64,1.587873,4.034172,6.699717,'High Sales',no,no
'Traditional Wear',Levi’s,Jeans,Men,XXL,Pink,All-Season,Cash,New,302.42092,709.097074,29.940443,9,47006.235654,173,20,0.377552,4.53124,1.920259,'Low Sales',no,no
Outerwear,GAP,Palazzo,Women,M,Pink,Summer,Card,Returning,2164.491583,578.65365,13.645909,1,60825.44943,45,49,1.321227,3.906433,25.504491,'High Sales',no,no
Tops,'Tommy Hilfiger',Jumpsuit,Women,M,Green,All-Season,Cash,Returning,868.630916,1094.551429,28.883467,1,81016.212365,250.329842,33,1.666568,4.808194,2.264862,'Low Sales',no,no
'Traditional Wear',Versace,Palazzo,Men,L,Pink,All-Season,UPI,Returning,1073.561915,1280.087668,15.31464,5,60174.77666,195,55,2.824611,3.766243,29.105796,'High Sales',no,no
Tops,Diesel,'Casual Shirt',Men,XXL,Purple,Summer,UPI,New,2263.569516,1216.788596,44.86591,5,49698.026287,320,36,1.57243,4.933628,1.537697,'Medium Sales',no,no
Tops,Adidas,Jacket,Women,S,Yellow,Summer,Card,New,1709.787832,347.240872,19.688047,8,40889.324682,189,29,1.613614,4.63898,19.668258,'Low Sales',no,no
Bottoms,Gucci,Palazzo,Women,XL,Red,Winter,'Net Banking',Returning,1739.621013,803.3523,30.552791,5,49210.011357,163,22,0.813738,3.738294,17.421154,'Medium Sales',no,no
'Traditional Wear',Versace,'Polo Shirt',Women,XXL,Black,Winter,'Net Banking',New,1698.546551,1367.96494,46.63763,5,81315.5768,469,23,3.015609,3.927267,19.91774,'Low Sales',no,no
'Traditional Wear','Louis Vuitton',Dress,Men,S,Blue,All-Season,'Net Banking',New,1554.029505,1383.208777,10.821559,7,47191.666736,217,32,3.315289,3.085266,13.696885,'Low Sales',no,no
Bottoms,'Forever 21',Sweatshirt,Women,S,Purple,Summer,Cash,Returning,1419.551023,1171.873501,24.994389,2,31403.224332,58,62,2.920595,3.164113,1.305146,'Low Sales',no,no
Outerwear,'Ralph Lauren','Track Pants',Men,M,Blue,Winter,UPI,New,1890.289862,1157.852518,44.27118,4,56714.278795,372,31,1.97166,3.527818,9.227624,'Medium Sales',no,no
Tops,'Louis Vuitton',Hoodie,Men,XL,Orange,Winter,Card,Returning,1988.881249,1120.100588,26.933743,9,61934.065181,81,60,1.66362,4.524854,29.981825,'Medium Sales',no,no
Athleisure,Zara,'Formal Shirt',Men,XL,Orange,Winter,UPI,Returning,2007.66315,780.616248,41.928278,8,45765.402544,244,64,1.497401,4.69994,9.864215,'High Sales',no,no
Tops,Puma,'Track Pants',Men,S,Orange,Summer,Card,New,1651.390633,699.05939,19.489879,9,54006.291269,40,41.066821,0.768539,4.734639,17.081733,'Low Sales',no,no
Tops,'Tommy Hilfiger',Kurta,Women,XL,Blue,Summer,'Net Banking',New,2594.708185,1040.816072,21.081824,6,51109.039702,148,41.066821,2.627296,3.243674,28.293077,'Low Sales',no,no
Outerwear,Nike,Sweatshirt,Women,M,Purple,Winter,'Net Banking',New,1890.618851,683.108735,29.509604,1,62574.146964,208,62,0.784356,3.4715,2.958902,'Medium Sales',no,no
Tops,GAP,Blazer,Women,S,Green,Summer,UPI,Returning,1103.460592,800.787231,32.361262,1,21953.367774,165,44,1.251865,3.840839,20.219174,'Medium Sales',no,no
Bottoms,H&M,Dress,Men,XL,Black,Summer,'Net Banking',Returning,2632.164047,724.932327,12.253918,2,67011.506535,305,47,1.633876,3.995121,11.242598,'High Sales',no,no
Bottoms,'Tommy Hilfiger','Formal Shirt',Women,L,Green,All-Season,Cash,New,1270.778909,878.60521,17.317064,9,-2929.303335,471,41.066821,2.340623,3.995121,22.410333,'High Sales',no,no
'Traditional Wear','Forever 21',Leggings,Women,M,White,All-Season,UPI,Returning,890.054919,1034.981791,15.20606,2,44013.72024,146,27,1.3116,3.690913,14.563627,'Low Sales',no,no
Athleisure,'Calvin Klein','Formal Shirt',Women,S,Purple,All-Season,Card,New,2131.851385,342.788581,24.994389,9,69337.432987,250.329842,28,2.833047,3.774999,19.962048,'High Sales',no,no
Tops,Reebok,'Polo Shirt',Men,L,Pink,Summer,Card,Returning,1796.728977,1434.356095,1.453466,6,55848.099649,243,20,1.374663,3.115147,17.291426,'Low Sales',no,no
Tops,Puma,'Track Pants',Men,XXL,Orange,Summer,Card,Returning,1419.267798,944.563013,47.969718,5,22890.527959,52,34,2.176621,4.203994,12.098907,'Medium Sales',no,no
Outerwear,Levi’s,Jeans,Women,XXL,Black,All-Season,Card,New,1472.409007,1345.012746,25.689455,5,28854.486208,34,41,2.358185,4.089395,28.900183,'Low Sales',no,no
Bottoms,'Under Armour',Skirt,Men,S,Green,Winter,UPI,Returning,2150.509503,822.956709,47.915228,8,22011.168872,491,29,1.283506,4.233999,1.980646,'High Sales',no,no
Athleisure,'Under Armour',Trousers,Men,M,Yellow,Summer,'Net Banking',Returning,1867.097858,571.058207,26.594773,3,56775.844939,360,55,2.686965,3.248165,28.598079,'Medium Sales',no,no
'Traditional Wear',Adidas,Kurta,Men,XXL,Purple,Winter,'Net Banking',New,2167.85186,751.624579,27.754182,2,42168.417983,231,23,0.982555,3.810718,0.161759,'Low Sales',no,no
Bottoms,'Forever 21',T-Shirt,Women,S,Yellow,Winter,UPI,Returning,1879.825647,490.347968,30.764483,8,82525.347757,105,32,1.171888,3.551386,17.749634,'Medium Sales',no,no
'Traditional Wear',Puma,Dress,Men,L,Red,Summer,UPI,New,1914.624422,1253.090844,35.343537,6,49031.248005,187,64,1.715592,3.905459,12.942605,'Medium Sales',no,no
Outerwear,Uniqlo,Hoodie,Men,XXL,Purple,All-Season,Card,Returning,806.884018,773.892475,3.004244,9,19429.954343,259,54,2.113976,3.627333,6.373746,'High Sales',no,no
Outerwear,H&M,Jacket,Men,XL,Yellow,Summer,UPI,Returning,2000.563335,812.57162,49.134027,9,24437.139531,487,40,2.162005,3.208428,6.737623,'High Sales',no,no
Tops,Diesel,Shorts,Women,S,Blue,All-Season,Cash,Returning,2540.820813,1057.362414,0.534279,1,50395.833065,250.329842,35,2.442765,4.047242,15.096625,'High Sales',no,no
Athleisure,GAP,Sweatshirt,Women,M,Yellow,Winter,UPI,Returning,1447.163196,1469.761438,11.655552,2,53107.83225,305,39,3.786489,3.879028,21.685772,'Low Sales',no,no
'Traditional Wear',Adidas,'Casual Shirt',Men,XXL,Black,Summer,'Net Banking',New,1710.450179,799.575136,24.353627,2,63440.313967,2,26,1.767344,3.335239,18.282576,'High Sales',no,no
Bottoms,H&M,Blazer,Men,M,Blue,All-Season,UPI,Returning,1339.046873,1076.223442,7.666726,6,39322.781309,141,59,1.456345,3.910245,12.818558,'Low Sales',no,no
Outerwear,GAP,Sweatshirt,Women,XXL,Black,Summer,Cash,New,1530.684452,786.551478,0.81994,6,54379.507458,218,48,0.707453,3.371517,6.431309,'Low Sales',no,no
Tops,Uniqlo,Shorts,Women,XL,Purple,Winter,Cash,Returning,1586.11303,364.636358,38.128035,8,26831.61858,282,56,1.358048,4.398809,25.889726,'Low Sales',no,no
Tops,'Under Armour',Shorts,Men,S,Purple,All-Season,'Net Banking',New,806.613364,911.678537,3.908843,1,62580.833946,457,45,4.74573,4.897209,16.319147,'Medium Sales',no,no
'Traditional Wear',Versace,Blazer,Men,L,Orange,Winter,Cash,New,1234.411539,1669.721884,38.938917,9,66003.707023,331,26,1.743992,3.054597,20.044588,'Low Sales',no,no
Outerwear,Zara,Skirt,Men,M,Red,Summer,'Net Banking',Returning,2366.09735,733.554768,38.973561,8,71528.239879,339,42,1.974734,3.404961,22.856636,'Low Sales',no,no
Athleisure,'Under Armour',Jeans,Men,S,Purple,Winter,'Net Banking',Returning,2119.602925,968.680834,10.116897,6,29460.61198,411,35,-0.020994,3.600423,5.972249,'High Sales',no,no
Outerwear,Uniqlo,Tops,Men,M,Black,Winter,UPI,Returning,1602.091687,405.415907,21.232709,4,68113.683058,353,20,2.862683,3.598501,9.218933,'High Sales',no,no
'Traditional Wear',Gucci,Jumpsuit,Men,M,Purple,All-Season,UPI,New,1843.031657,1155.70194,4.608149,9,28610.393772,86,47,2.478174,3.441045,24.037448,'High Sales',no,no
'Traditional Wear',Wrangler,T-Shirt,Men,L,Purple,Summer,'Net Banking',New,1591.118149,798.433392,26.920234,5,62772.040345,258,61,1.830985,3.995121,27.767809,'Medium Sales',no,no
Outerwear,'Calvin Klein',Blazer,Women,XXL,Blue,Winter,UPI,Returning,861.978688,921.783148,0.858808,7,42341.34367,365,28,1.764783,4.059051,4.111146,'Medium Sales',no,no
'Traditional Wear',Uniqlo,Hoodie,Men,L,Blue,All-Season,UPI,New,1588.059545,773.729796,21.211271,1,46894.492236,495,27,-0.651892,4.896024,5.900459,'Low Sales',no,no
Outerwear,Puma,Sweatshirt,Men,M,Black,Winter,Cash,Returning,1202.967639,1237.160568,27.227729,8,65917.987523,28,47,2.746328,3.890879,2.063213,'Low Sales',no,no
Bottoms,'Louis Vuitton',Tops,Men,L,Orange,Summer,'Net Banking',New,1254.748598,1369.501376,44.909043,6,48847.216819,491,43,0.64227,3.148085,6.904274,'Medium Sales',no,no
Outerwear,Levi’s,Blazer,Men,XXL,Pink,Winter,UPI,New,2142.459886,1477.072681,35.516942,8,79647.218662,388,57,3.695436,3.552395,13.728404,'High Sales',no,no
Outerwear,Gucci,Shorts,Men,L,Red,Winter,'Net Banking',Returning,974.428838,749.27274,20.921241,7,63262.720928,243,60,2.731217,3.382075,14.941989,'High Sales',no,no
'Traditional Wear','Under Armour',Jacket,Men,L,Orange,Summer,Cash,Returning,2173.026733,1196.840756,41.698577,7,25718.384604,88,21,2.165616,4.51405,5.35574,'Low Sales',no,no
'Traditional Wear','Tommy Hilfiger','Track Pants',Women,XXL,Purple,All-Season,Cash,New,1459.053927,742.51999,41.133936,6,63206.176153,398,50,1.109603,3.723419,16.688955,'Medium Sales',no,no
Tops,Uniqlo,Jacket,Men,L,Red,Summer,Cash,New,1578.785592,1009.617832,21.325622,5,45365.406973,205,48,0.382935,4.971077,23.300439,'High Sales',no,no
Tops,H&M,T-Shirt,Men,S,Black,Winter,'Net Banking',Returning,1746.518581,1920.5818,43.043136,9,20115.52272,427,29,3.145043,3.144824,25.40428,'High Sales',no,no
Bottoms,H&M,Leggings,Men,L,Yellow,Summer,Card,Returning,1220.091568,487.688616,5.861502,7,18915.722519,416,39,1.989196,4.500303,12.158901,'Low Sales',no,no
Tops,Versace,Jumpsuit,Women,S,Purple,All-Season,'Net Banking',New,2143.366068,1102.30579,26.625225,2,82564.466061,427,29,2.207537,4.090956,10.92843,'Low Sales',no,no
Outerwear,Diesel,Blazer,Women,M,White,Winter,'Net Banking',Returning,771.229773,1341.882624,13.343597,3,18122.238891,17,43,3.353744,3.855502,2.503654,'Low Sales',no,no
'Traditional Wear',Gucci,Palazzo,Women,XL,White,Winter,Card,Returning,1586.041011,966.565909,27.093395,7,8559.348547,370,25,2.310551,3.246788,25.752611,'High Sales',no,no
Tops,Levi’s,Tops,Women,L,Green,All-Season,'Net Banking',New,1661.677248,487.945386,17.45716,3,30543.21666,3,42,2.578571,4.768152,8.246341,'Low Sales',no,no
Tops,Gucci,Leggings,Women,M,Green,Summer,Cash,New,1358.863935,984.11884,42.597992,4,108614.669249,407,32,1.559565,3.762451,2.786944,'Low Sales',no,no
Bottoms,Gucci,'Polo Shirt',Women,L,Blue,Summer,UPI,Returning,1367.520761,1490.938205,35.200309,4,35401.830363,271,40,2.501531,4.58304,15.802209,'Medium Sales',no,no
Bottoms,'Under Armour',Hoodie,Men,M,White,Summer,Cash,Returning,1217.802692,397.281735,5.501867,9,25753.956875,8,52,1.685754,3.132732,10.344528,'Low Sales',no,no
Outerwear,Levi’s,Dress,Women,M,Pink,Summer,Card,New,1554.029505,654.998258,18.676611,3,74834.599107,14,23,-0.13499,3.995121,22.308116,'Medium Sales',no,no
'Traditional Wear','Forever 21',Dress,Women,XXL,Purple,Summer,UPI,New,1335.197508,1203.353891,37.294557,7,23160.74756,207,48,0.594284,4.149152,14.123026,'Medium Sales',no,no
Bottoms,Zara,Jeans,Men,XL,White,Summer,Card,New,1356.856445,1724.497036,24.994389,7,24909.368213,89,18,2.06092,4.674075,9.926875,'Medium Sales',no,no
Tops,Nike,Palazzo,Men,S,Purple,All-Season,Cash,New,1560.312703,687.232951,23.95683,9,45736.892147,96,18,2.358422,3.030267,3.40971,'High Sales',no,no
'Traditional Wear',Adidas,Jacket,Men,XXL,Green,Summer,'Net Banking',Returning,1543.399352,1008.461451,46.793745,6,17842.386139,224,30,3.19268,3.648683,29.282293,'Medium Sales',no,no
'Traditional Wear',Puma,'Formal Shirt',Men,XL,Purple,All-Season,Card,Returning,901.50912,282.937563,5.910285,1,79555.412248,321,51,2.533661,3.369961,14.897318,'High Sales',no,no
Tops,Gucci,'Formal Shirt',Men,XXL,Purple,All-Season,Cash,Returning,1271.000996,1020.111162,39.268894,7,22357.698146,294,41.066821,2.182985,4.871807,12.892609,'Low Sales',no,no
Bottoms,Adidas,'Track Pants',Men,M,Pink,All-Season,UPI,Returning,1784.713064,635.346324,23.416707,9,22851.989076,250.329842,52,2.234812,4.052084,19.821894,'Low Sales',no,no
Tops,'Ralph Lauren',Palazzo,Women,XL,Pink,All-Season,Cash,Returning,1244.308622,1565.515792,38.589255,7,47522.07102,404,36,1.979227,4.969267,2.608255,'Medium Sales',no,no
'Traditional Wear',H&M,Leggings,Women,XL,Yellow,All-Season,'Net Banking',New,1433.887243,607.799267,48.323054,3,10734.218645,319,63,1.564164,4.757201,2.04786,'High Sales',no,no
Athleisure,H&M,'Polo Shirt',Women,S,Red,Summer,Card,New,313.628286,97.503913,30.715327,7,58846.136285,175,20,2.46873,4.669205,4.685601,'Low Sales',no,no
Athleisure,Wrangler,Trousers,Men,M,Black,All-Season,UPI,Returning,2518.086329,983.32746,17.361562,9,45184.6475,460,46,1.152408,4.530246,0.67023,'High Sales',no,no
Outerwear,Diesel,'Track Pants',Women,XXL,White,Summer,UPI,New,1519.95073,838.694188,41.579642,1,97608.501104,250.329842,53,2.61091,3.995121,2.061637,'Medium Sales',no,no
Tops,Wrangler,'Track Pants',Men,XXL,Red,Summer,Card,New,1771.631774,1262.159958,23.261375,8,34489.268066,154,47,1.453463,3.628259,27.42295,'High Sales',no,no
Tops,Reebok,Jeans,Men,XL,White,Summer,Cash,Returning,1554.651134,1586.744896,3.659826,3,56860.874584,238,64,0.785016,4.718417,6.363993,'Medium Sales',no,no
Outerwear,'Louis Vuitton',Shorts,Women,XL,Purple,Summer,Cash,New,2028.090278,1220.772145,1.632015,3,70371.853134,26,64,0.60375,4.844227,10.931658,'Medium Sales',no,no
Outerwear,Adidas,Palazzo,Women,L,Yellow,Summer,'Net Banking',Returning,814.880936,1259.472592,13.887682,3,73033.939525,284,27,0.359982,3.18337,7.836218,'Low Sales',no,no
Outerwear,'Under Armour',Dress,Women,XL,Blue,Summer,Card,New,1554.029505,1268.954574,35.73656,7,46953.438241,307,58,0.86061,4.771124,22.803914,'High Sales',no,no
'Traditional Wear','Forever 21','Casual Shirt',Women,L,Green,All-Season,Cash,New,855.619685,582.29612,12.385371,3,38385.137868,392,60,1.720812,4.872701,8.873232,'High Sales',no,no
Tops,'Forever 21',Jacket,Women,L,Black,Summer,UPI,Returning,1610.397324,812.886676,42.440033,6,73475.69991,250.329842,28,0.802992,3.481029,4.861391,'Low Sales',no,no
'Traditional Wear',Versace,T-Shirt,Women,M,Yellow,Winter,UPI,New,989.851362,590.101794,7.600618,2,37982.632101,250.329842,52,0.226756,4.676611,1.927697,'Low Sales',no,no
Outerwear,H&M,Kurta,Men,L,Pink,Winter,Card,Returning,1472.8786,854.975342,12.203852,4,-1297.74968,233,64,2.751265,3.288882,16.918935,'Medium Sales',no,no
Tops,Nike,'Casual Shirt',Men,L,Black,Summer,Card,New,1459.53721,1063.020526,19.484776,3,46070.317946,250.329842,58,3.114311,3.157379,27.368467,'Low Sales',no,no
'Traditional Wear',Uniqlo,Leggings,Women,L,Purple,Winter,Cash,New,1832.003686,1353.653349,19.30392,4,50063.354539,232,41.066821,3.402464,3.89731,15.132935,'High Sales',no,no
'Traditional Wear',Uniqlo,Jeans,Women,XXL,Black,Summer,Cash,New,1670.367051,1215.93853,29.83037,8,50453.322257,161,41.066821,4.776237,4.861824,8.829669,'High Sales',no,no
Outerwear,Puma,Tops,Men,XXL,Red,Winter,'Net Banking',Returning,1394.07607,876.218796,24.960851,6,49758.55139,301,25,2.60137,3.107538,24.965392,'Low Sales',no,no
Tops,Puma,Kurta,Men,S,Green,All-Season,Card,Returning,-103.199031,1155.848154,8.798813,5,48866.878228,273,37,1.806878,3.132568,22.289182,'Medium Sales',no,no
Outerwear,Wrangler,'Track Pants',Men,L,Blue,Winter,Card,New,1976.558241,543.06516,46.184813,6,34534.200581,335,41,2.258921,4.087566,20.882359,'Low Sales',no,no
Tops,Balenciaga,Jacket,Women,M,Green,Summer,Cash,Returning,1719.382548,469.134179,13.880253,8,50731.453442,333,43,2.346346,4.939304,12.1818,'Low Sales',no,no
Athleisure,Diesel,'Casual Shirt',Women,S,Orange,Summer,Card,Returning,498.00171,1258.912068,1.477536,5,32808.131225,402,51,0.908101,3.634025,0.764941,'High Sales',no,no
Bottoms,'Calvin Klein',Jeans,Women,M,Red,Winter,UPI,New,1932.955442,988.961551,43.162851,6,6335.956626,407,33,3.171034,4.867846,1.453628,'High Sales',no,no
Bottoms,'Under Armour',Saree,Women,L,Orange,Summer,Cash,New,1071.03969,781.20256,36.784114,2,61030.73383,250.329842,32,0.239561,3.283485,28.469102,'Medium Sales',no,no
Bottoms,Versace,Dress,Women,XL,Black,Winter,UPI,Returning,1127.757363,672.452641,4.046875,7,15512.877717,13,51,2.468048,3.485478,17.146427,'Low Sales',no,no
Outerwear,'Under Armour',Jumpsuit,Women,XL,Pink,Winter,Card,New,1425.893359,1919.573977,35.234349,3,36331.651779,250.329842,45,1.103089,3.258349,29.905171,'Low Sales',no,no
Athleisure,Wrangler,Trousers,Women,M,Purple,All-Season,UPI,Returning,1554.029505,1591.968132,14.83533,8,53001.403676,46,54,1.145642,3.05214,9.704303,'Low Sales',no,no
Tops,Zara,'Casual Shirt',Women,XXL,Green,All-Season,'Net Banking',New,1809.503136,798.366693,35.139724,5,19231.722912,102,49,1.639565,3.042683,3.998686,'Medium Sales',no,no
'Traditional Wear',H&M,Palazzo,Men,S,White,Summer,Cash,New,2275.31175,1384.676401,36.051937,5,80269.526525,89,32,3.559243,3.695544,29.262059,'Low Sales',no,no
Tops,Diesel,Jumpsuit,Women,M,White,All-Season,'Net Banking',Returning,895.049412,1029.855312,9.328799,4,27789.372511,59,60,0.481419,3.000523,13.434135,'Low Sales',no,no
'Traditional Wear',GAP,Jeans,Women,M,Green,Winter,Cash,New,943.17926,406.902725,31.156424,1,48793.791798,406,43,2.809206,3.995121,21.116599,'Medium Sales',no,no
Tops,Levi’s,Dress,Men,M,Black,Winter,'Net Banking',Returning,962.878999,1132.611259,18.920163,6,52322.983896,335,43,1.024268,3.460488,7.542413,'Low Sales',no,no
Athleisure,'Louis Vuitton',Jacket,Men,S,Purple,Summer,UPI,New,802.310528,214.920329,48.372958,4,14826.709365,243,38,0.955298,3.533668,4.058191,'Medium Sales',no,no
